"sa","[虛]","https://web.klokah.tw/ninew/sound/11/02/04-C-5-1.mp3"
"djemavadjavac aken","我經常走路","https://web.klokah.tw/ninew/sound/11/02/04-C-5-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/04-C-5-3.mp3"
"ljemita tua qadav","每天","https://web.klokah.tw/ninew/sound/11/02/04-C-5-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/04-C-5-5.mp3"
"sema","到，往","https://web.klokah.tw/ninew/sound/11/02/04-C-5-6.mp3"
"tatakesian","學校","https://web.klokah.tw/ninew/sound/11/02/04-C-5-7.mp3"
"kemasi inuan sun, Selep?","Selep，你從哪裡來？","https://web.klokah.tw/ninew/sound/11/02/05-B-1.mp3"
"kemasi","從…","https://web.klokah.tw/ninew/sound/11/02/05-C-1-1.mp3"
"inuan sun","你（在）哪裡","https://web.klokah.tw/ninew/sound/11/02/05-C-1-2.mp3"
"Selep","（女子名）","https://web.klokah.tw/ninew/sound/11/02/05-C-1-3.mp3"
"kemasi Valangav aken.","我從台東來。","https://web.klokah.tw/ninew/sound/11/02/05-B-2.mp3"
"kemasi","從","https://web.klokah.tw/ninew/sound/11/02/05-C-2-1.mp3"
"Valangav aken","我…台東","https://web.klokah.tw/ninew/sound/11/02/05-C-2-2.mp3"
"uri sema inuansun nutiav?","你明天將（要）往（去）哪裡？","https://web.klokah.tw/ninew/sound/11/02/05-B-3.mp3"
"uri","將要","https://web.klokah.tw/ninew/sound/11/02/05-C-3-1.mp3"
"sema","往，去","https://web.klokah.tw/ninew/sound/11/02/05-C-3-2.mp3"
"inuan sun","你（在）哪裡","https://web.klokah.tw/ninew/sound/11/02/05-C-3-3.mp3"
"nutiav","明天","https://web.klokah.tw/ninew/sound/11/02/05-C-3-4.mp3"
"uri sema Akaw aken nutiav.","我明天要往（到）屏東。","https://web.klokah.tw/ninew/sound/11/02/05-B-4.mp3"
"uri","將要","https://web.klokah.tw/ninew/sound/11/02/05-C-4-1.mp3"
"sema","往，去","https://web.klokah.tw/ninew/sound/11/02/05-C-4-2.mp3"
"Akaw aken","我（到）屏東","https://web.klokah.tw/ninew/sound/11/02/05-C-4-3.mp3"
"nutiav","明天","https://web.klokah.tw/ninew/sound/11/02/05-C-4-4.mp3"
"kigaljuanga!","慢走了！","https://web.klokah.tw/ninew/sound/11/02/05-B-5.mp3"
"kigaljuanga","慢走了","https://web.klokah.tw/ninew/sound/11/02/05-C-5-1.mp3"
"ui, masalu!","是，謝謝。","https://web.klokah.tw/ninew/sound/11/02/05-B-6.mp3"
"ui","是的","https://web.klokah.tw/ninew/sound/11/02/05-C-6-1.mp3"
"masalu","謝謝","https://web.klokah.tw/ninew/sound/11/02/05-C-6-2.mp3"
"nanguaq angata a kinaqadavan tucu.","今天天氣真的很好。","https://web.klokah.tw/ninew/sound/11/02/06-B-1.mp3"
"nanguaq angata","真的很好","https://web.klokah.tw/ninew/sound/11/02/06-C-1-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/06-C-1-2.mp3"
"kinaqadavan","天氣","https://web.klokah.tw/ninew/sound/11/02/06-C-1-3.mp3"
"tucu","今天；現在","https://web.klokah.tw/ninew/sound/11/02/06-C-1-4.mp3"
"qemaljuqaljup ti kama i gadu.","爸爸正在山上打獵。","https://web.klokah.tw/ninew/sound/11/02/06-B-2.mp3"
"qemaljuqaljup","正在打獵","https://web.klokah.tw/ninew/sound/11/02/06-C-2-1.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/11/02/06-C-2-2.mp3"
"kama","爸爸","https://web.klokah.tw/ninew/sound/11/02/06-C-2-3.mp3"
"i","在...","https://web.klokah.tw/ninew/sound/11/02/06-C-2-4.mp3"
"gadu","山林","https://web.klokah.tw/ninew/sound/11/02/06-C-2-5.mp3"
"venatevateq ti kina i pana.","媽媽正在溪邊洗衣服。","https://web.klokah.tw/ninew/sound/11/02/06-B-3.mp3"
"venatevateq","正在洗衣服","https://web.klokah.tw/ninew/sound/11/02/06-C-3-1.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/11/02/06-C-3-2.mp3"
"kina","媽媽","https://web.klokah.tw/ninew/sound/11/02/06-C-3-3.mp3"
"i","在…","https://web.klokah.tw/ninew/sound/11/02/06-C-3-4.mp3"
"pana","溪，河","https://web.klokah.tw/ninew/sound/11/02/06-C-3-5.mp3"
"kivangavangavang amen katua ku kaka a uqaljaqaljay i tjumaq.","我和弟弟，我們一直在家裡玩。","https://web.klokah.tw/ninew/sound/11/02/06-B-4.mp3"
"kivangavangavang amen","我們一直玩耍","https://web.klokah.tw/ninew/sound/11/02/06-C-4-1.mp3"
"katua","和","https://web.klokah.tw/ninew/sound/11/02/06-C-4-2.mp3"
"kukaka a uqaljaqaljay","我的弟弟","https://web.klokah.tw/ninew/sound/11/02/06-C-4-3.mp3"
"i","在…","https://web.klokah.tw/ninew/sound/11/02/06-C-4-4.mp3"
"tjumaq","在家；回家","https://web.klokah.tw/ninew/sound/11/02/06-C-4-5.mp3"
"na cemedas anga qadav.","太陽已經出來了。","https://web.klokah.tw/ninew/sound/11/02/07-B-1.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/11/02/07-C-1-1.mp3"
"cemedas anga","曙光照射了","https://web.klokah.tw/ninew/sound/11/02/07-C-1-2.mp3"
"qadav","太陽；日子","https://web.klokah.tw/ninew/sound/11/02/07-C-1-3.mp3"
"vaik a karakuda ti kama kati kina.","爸爸媽媽去工作。","https://web.klokah.tw/ninew/sound/11/02/07-B-2.mp3"
"vaik","去","https://web.klokah.tw/ninew/sound/11/02/07-C-2-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/07-C-2-2.mp3"
"karakuda","工作","https://web.klokah.tw/ninew/sound/11/02/07-C-2-3.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/11/02/07-C-2-4.mp3"
"kama","爸爸","https://web.klokah.tw/ninew/sound/11/02/07-C-2-5.mp3"
"kati","和","https://web.klokah.tw/ninew/sound/11/02/07-C-2-6.mp3"
"kina","媽媽","https://web.klokah.tw/ninew/sound/11/02/07-C-2-7.mp3"
"na minequt anga a qiljas.","月亮出來了。","https://web.klokah.tw/ninew/sound/11/02/07-B-3.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/11/02/07-C-3-1.mp3"
"minequt anga","出來了","https://web.klokah.tw/ninew/sound/11/02/07-C-3-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/07-C-3-3.mp3"
"qiljas","月亮","https://web.klokah.tw/ninew/sound/11/02/07-C-3-4.mp3"
"na tjumaq anga ti kama kati kina.","爸爸和媽媽已經回家了。","https://web.klokah.tw/ninew/sound/11/02/07-B-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/11/02/07-C-4-1.mp3"
"tjumaq anga","回家了","https://web.klokah.tw/ninew/sound/11/02/07-C-4-2.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/11/02/07-C-4-3.mp3"
"kama","爸爸","https://web.klokah.tw/ninew/sound/11/02/07-C-4-4.mp3"
"kati","和","https://web.klokah.tw/ninew/sound/11/02/07-C-4-5.mp3"
"kina","媽媽","https://web.klokah.tw/ninew/sound/11/02/07-C-4-6.mp3"
"kaykayv amen sane pacucun tua vitjuqan.","我們吃晚餐並看著星星。","https://web.klokah.tw/ninew/sound/11/02/07-B-5.mp3"
"kaykayv amen","我們在吃晚餐","https://web.klokah.tw/ninew/sound/11/02/07-C-5-1.mp3"
"sane","還，並且","https://web.klokah.tw/ninew/sound/11/02/07-C-5-2.mp3"
"pacucun","看著","https://web.klokah.tw/ninew/sound/11/02/07-C-5-3.mp3"
"tua","[虛]","https://web.klokah.tw/ninew/sound/11/02/07-C-5-4.mp3"
"vitjuqan","星星","https://web.klokah.tw/ninew/sound/11/02/07-C-5-5.mp3"
"qemudjaqudjalj anga.","正在下雨了。","https://web.klokah.tw/ninew/sound/11/02/08-B-1.mp3"
"qemudjaqudjalj anga","正在下雨了","https://web.klokah.tw/ninew/sound/11/02/08-C-1-1.mp3"
"na masiljinay sun?","你有帶雨傘嗎？","https://web.klokah.tw/ninew/sound/11/02/08-B-2.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/11/02/08-C-2-1.mp3"
"masiljinay sun","你攜帶雨傘","https://web.klokah.tw/ninew/sound/11/02/08-C-2-2.mp3"
"ui, na masiljinay aken.","是的，我有攜帶雨傘。","https://web.klokah.tw/ninew/sound/11/02/08-B-3.mp3"
"ui","是的","https://web.klokah.tw/ninew/sound/11/02/08-C-3-1.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/11/02/08-C-3-2.mp3"
"masiljinay aken","我有攜帶雨傘","https://web.klokah.tw/ninew/sound/11/02/08-C-3-3.mp3"
"mavan a inu a su ljinay?","你的雨傘是哪一把？","https://web.klokah.tw/ninew/sound/11/02/08-B-4.mp3"
"mavan","就是","https://web.klokah.tw/ninew/sound/11/02/08-C-4-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/08-C-4-2.mp3"
"inu","哪個","https://web.klokah.tw/ninew/sound/11/02/08-C-4-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/08-C-4-4.mp3"
"su ljinay","你的雨傘","https://web.klokah.tw/ninew/sound/11/02/08-C-4-5.mp3"
"mavan a aicu.","就是這一把。","https://web.klokah.tw/ninew/sound/11/02/08-B-5.mp3"
"mavan","就是","https://web.klokah.tw/ninew/sound/11/02/08-C-5-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/08-C-5-2.mp3"
"aicu","這個","https://web.klokah.tw/ninew/sound/11/02/08-C-5-3.mp3"
"ari! vaiki anga.","一起來吧！我們走了。","https://web.klokah.tw/ninew/sound/11/02/08-B-6.mp3"
"ari","來吧","https://web.klokah.tw/ninew/sound/11/02/08-C-6-1.mp3"
"vaiki","我們走","https://web.klokah.tw/ninew/sound/11/02/08-C-6-2.mp3"
"anga","了","https://web.klokah.tw/ninew/sound/11/02/08-C-6-3.mp3"
"anema a quljav nua qerepus i kalevelevan?","天上的雲是什麼顏色？","https://web.klokah.tw/ninew/sound/11/02/09-B-1.mp3"
"anema","什麼","https://web.klokah.tw/ninew/sound/11/02/09-C-1-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/09-C-1-2.mp3"
"quljav","顏色","https://web.klokah.tw/ninew/sound/11/02/09-C-1-3.mp3"
"nua","[虛]","https://web.klokah.tw/ninew/sound/11/02/09-C-1-4.mp3"
"qerepus","雲","https://web.klokah.tw/ninew/sound/11/02/09-C-1-5.mp3"
"i","在…","https://web.klokah.tw/ninew/sound/11/02/09-C-1-6.mp3"
"kalevelevan","天上的","https://web.klokah.tw/ninew/sound/11/02/09-C-1-7.mp3"
"vuteqiteqilj.","白色的。","https://web.klokah.tw/ninew/sound/11/02/09-B-2.mp3"
"vuteqiteqilj","白色的","https://web.klokah.tw/ninew/sound/11/02/09-C-2-1.mp3"
"bulaybulay a quljivangerav i kalevelevan?","天上的彩虹美麗嗎？","https://web.klokah.tw/ninew/sound/11/02/09-B-3.mp3"
"bulaybulay","好的，美的","https://web.klokah.tw/ninew/sound/11/02/09-C-3-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/09-C-3-2.mp3"
"quljivangerav","彩虹","https://web.klokah.tw/ninew/sound/11/02/09-C-3-3.mp3"
"i","在…","https://web.klokah.tw/ninew/sound/11/02/09-C-3-4.mp3"
"kalevelevan","天上","https://web.klokah.tw/ninew/sound/11/02/09-C-3-5.mp3"
"ui, bulay angata a quljivangerav i kalevelevan.","是的，天上的彩虹真美麗。","https://web.klokah.tw/ninew/sound/11/02/09-B-4.mp3"
"ui","是的","https://web.klokah.tw/ninew/sound/11/02/09-C-4-1.mp3"
"bulay angata","真的好漂亮","https://web.klokah.tw/ninew/sound/11/02/09-C-4-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/09-C-4-3.mp3"
"quljivangerav","彩虹","https://web.klokah.tw/ninew/sound/11/02/09-C-4-4.mp3"
"i","在…","https://web.klokah.tw/ninew/sound/11/02/09-C-4-5.mp3"
"kalevelevan","天上","https://web.klokah.tw/ninew/sound/11/02/09-C-4-6.mp3"
"izua sepatj a vuljangav i cemecemel.","野外有四朵花。","https://web.klokah.tw/ninew/sound/11/02/10-B-1.mp3"
"izua","有","https://web.klokah.tw/ninew/sound/11/02/10-C-1-1.mp3"
"sepatj","四","https://web.klokah.tw/ninew/sound/11/02/10-C-1-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-1-3.mp3"
"vuljangav","花","https://web.klokah.tw/ninew/sound/11/02/10-C-1-4.mp3"
"i","在…","https://web.klokah.tw/ninew/sound/11/02/10-C-1-5.mp3"
"cemecemel","野外","https://web.klokah.tw/ninew/sound/11/02/10-C-1-6.mp3"
"na cemuvuq tu alu a qapulu tua kasiv i cemecemel.","在野外長出了八棵樹。","https://web.klokah.tw/ninew/sound/11/02/10-B-2.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-2-1.mp3"
"cemuvuq","長出","https://web.klokah.tw/ninew/sound/11/02/10-C-2-2.mp3"
"tu","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-2-3.mp3"
"alu","八","https://web.klokah.tw/ninew/sound/11/02/10-C-2-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-2-5.mp3"
"qapulu","棵","https://web.klokah.tw/ninew/sound/11/02/10-C-2-6.mp3"
"tua","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-2-7.mp3"
"kasiv","樹木","https://web.klokah.tw/ninew/sound/11/02/10-C-2-8.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-2-9.mp3"
"cemecemel","野外","https://web.klokah.tw/ninew/sound/11/02/10-C-2-10.mp3"
"nu venali matu na maleva sa dremequdrequng.","風吹的時候，好像很高興的點點頭。","https://web.klokah.tw/ninew/sound/11/02/10-B-3.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-3-1.mp3"
"venali","風吹","https://web.klokah.tw/ninew/sound/11/02/10-C-3-2.mp3"
"matu","好像","https://web.klokah.tw/ninew/sound/11/02/10-C-3-3.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-3-4.mp3"
"maleva","高興的","https://web.klokah.tw/ninew/sound/11/02/10-C-3-5.mp3"
"sa","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-3-6.mp3"
"dremequdrequng","點一點頭","https://web.klokah.tw/ninew/sound/11/02/10-C-3-7.mp3"
"matu cemabecabecab tua lima a cemel i kadjunangan uta.","大地上的草兒好像也在拍拍手。","https://web.klokah.tw/ninew/sound/11/02/10-B-4.mp3"
"matu","好像","https://web.klokah.tw/ninew/sound/11/02/10-C-4-1.mp3"
"cemabecabecab","拍一拍","https://web.klokah.tw/ninew/sound/11/02/10-C-4-2.mp3"
"tua","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-4-3.mp3"
"lima","手","https://web.klokah.tw/ninew/sound/11/02/10-C-4-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/02/10-C-4-5.mp3"
"cemel","草","https://web.klokah.tw/ninew/sound/11/02/10-C-4-6.mp3"
"i","在…","https://web.klokah.tw/ninew/sound/11/02/10-C-4-7.mp3"
"kadjunangan","大地","https://web.klokah.tw/ninew/sound/11/02/10-C-4-8.mp3"
"uta","也","https://web.klokah.tw/ninew/sound/11/02/10-C-4-9.mp3"
"izua tjuruvu a ku qali.","我有很多朋友。","https://web.klokah.tw/ninew/sound/11/03/01-B-1.mp3"
"izua","有","https://web.klokah.tw/ninew/sound/11/03/01-C-1-1.mp3"
"tjuruvu","多的","https://web.klokah.tw/ninew/sound/11/03/01-C-1-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-1-3.mp3"
"ku qali","我的朋友","https://web.klokah.tw/ninew/sound/11/03/01-C-1-4.mp3"
"sa qaca ravac ti Kapi, sa kedri aravac ti Cingul.","Kapi很高大，Cingul很矮小。","https://web.klokah.tw/ninew/sound/11/03/01-B-2.mp3"
"sa","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-2-1.mp3"
"qaca ravac","非常高大","https://web.klokah.tw/ninew/sound/11/03/01-C-2-2.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-2-3.mp3"
"Kapi","（男子名）","https://web.klokah.tw/ninew/sound/11/03/01-C-2-4.mp3"
"sa","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-2-5.mp3"
"kedri aravac","非常矮小","https://web.klokah.tw/ninew/sound/11/03/01-C-2-6.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-2-7.mp3"
"Cingul","（男子名）","https://web.klokah.tw/ninew/sound/11/03/01-C-2-8.mp3"
"na padjalim aravc ti Muakay, na mavulaqut aravc ti Sawljaljuy.","Muakay非常勤勞，Sawljaljuy非常懶惰。","https://web.klokah.tw/ninew/sound/11/03/01-B-3.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-3-1.mp3"
"padjalim aravc","非常勤勞","https://web.klokah.tw/ninew/sound/11/03/01-C-3-2.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-3-3.mp3"
"Muakay","（女子名）","https://web.klokah.tw/ninew/sound/11/03/01-C-3-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-3-5.mp3"
"mavulaqut aravc","非常懶惰","https://web.klokah.tw/ninew/sound/11/03/01-C-3-6.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-3-7.mp3"
"Sawljaljuy","（女子名）","https://web.klokah.tw/ninew/sound/11/03/01-C-3-8.mp3"
"meseljang amen a ljemita tua qadav a kitulutulu sane kivangavangavang i kungkuan.","我們每天一起在學校讀書和玩耍。","https://web.klokah.tw/ninew/sound/11/03/01-B-4.mp3"
"meseljang amen","我們一起","https://web.klokah.tw/ninew/sound/11/03/01-C-4-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-4-2.mp3"
"ljemita tua qadav","每天","https://web.klokah.tw/ninew/sound/11/03/01-C-4-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-4-4.mp3"
"kitulutulu","讀書","https://web.klokah.tw/ninew/sound/11/03/01-C-4-5.mp3"
"sane","和","https://web.klokah.tw/ninew/sound/11/03/01-C-4-6.mp3"
"kivangavangavang","玩耍","https://web.klokah.tw/ninew/sound/11/03/01-C-4-7.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/11/03/01-C-4-8.mp3"
"kungkuan","學校","https://web.klokah.tw/ninew/sound/11/03/01-C-4-9.mp3"
"pazekatj ni sinsi.","老師的叮嚀。","https://web.klokah.tw/ninew/sound/11/03/02-B-1.mp3"
"pazekatj","告訴；叮嚀","https://web.klokah.tw/ninew/sound/11/03/02-C-1-1.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/11/03/02-C-1-2.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/11/03/02-C-1-3.mp3"
"paqaljay itjen tua vavulungan.","要尊敬長輩。","https://web.klokah.tw/ninew/sound/11/03/02-B-2.mp3"
"paqaljay","尊敬","https://web.klokah.tw/ninew/sound/11/03/02-C-2-1.mp3"
"itjen","我們","https://web.klokah.tw/ninew/sound/11/03/02-C-2-2.mp3"
"tua","[虛]","https://web.klokah.tw/ninew/sound/11/03/02-C-2-3.mp3"
"vavulungan","長輩","https://web.klokah.tw/ninew/sound/11/03/02-C-2-4.mp3"
"mare kiljivak tua tja qalialian.","對朋友們要互相友愛。","https://web.klokah.tw/ninew/sound/11/03/02-B-3.mp3"
"mare kiljivak","互相友愛","https://web.klokah.tw/ninew/sound/11/03/02-C-3-1.mp3"
"tua","[虛]","https://web.klokah.tw/ninew/sound/11/03/02-C-3-2.mp3"
"tja qalialian","我們的朋友們","https://web.klokah.tw/ninew/sound/11/03/02-C-3-3.mp3"
"nakuya a pasuvililj tua sema tatakesian.","上學不可以遲到。","https://web.klokah.tw/ninew/sound/11/03/02-B-4.mp3"
"nakuya","不可","https://web.klokah.tw/ninew/sound/11/03/02-C-4-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/02-C-4-2.mp3"
"pasuvililj","遲到","https://web.klokah.tw/ninew/sound/11/03/02-C-4-3.mp3"
"tua","[虛]","https://web.klokah.tw/ninew/sound/11/03/02-C-4-4.mp3"
"sema","往，到","https://web.klokah.tw/ninew/sound/11/03/02-C-4-5.mp3"
"tatakesian","學校","https://web.klokah.tw/ninew/sound/11/03/02-C-4-6.mp3"
"nakuya a semukakanen itjen.","我們不可以浪費食物。","https://web.klokah.tw/ninew/sound/11/03/02-B-5.mp3"
"nakuya","不可","https://web.klokah.tw/ninew/sound/11/03/02-C-5-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/02-C-5-2.mp3"
"semukakanen itjen","浪費食物","https://web.klokah.tw/ninew/sound/11/03/02-C-5-3.mp3"
"tja sisekezan anan!","大家先休息，下課了！","https://web.klokah.tw/ninew/sound/11/03/03-B-1.mp3"
"tja","大家","https://web.klokah.tw/ninew/sound/11/03/03-C-1-1.mp3"
"sisekezan anan","先休息（下課了）","https://web.klokah.tw/ninew/sound/11/03/03-C-1-2.mp3"
"ari! vaiki a ljesasav a kivangavang.","走吧，我們一起去玩。","https://web.klokah.tw/ninew/sound/11/03/03-B-2.mp3"
"ari","走吧","https://web.klokah.tw/ninew/sound/11/03/03-C-2-1.mp3"
"vaiki","我們一起去","https://web.klokah.tw/ninew/sound/11/03/03-C-2-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/03-C-2-3.mp3"
"ljesasav","出去外面","https://web.klokah.tw/ninew/sound/11/03/03-C-2-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/03-C-2-5.mp3"
"kivangavang","玩耍","https://web.klokah.tw/ninew/sound/11/03/03-C-2-6.mp3"
"ljatjen a benulu aya! ljemukay aya!","讓我們打球啊！盪鞦韆啊！","https://web.klokah.tw/ninew/sound/11/03/03-B-3.mp3"
"ljatjen","讓我們","https://web.klokah.tw/ninew/sound/11/03/03-C-3-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/03-C-3-2.mp3"
"benulu","打球","https://web.klokah.tw/ninew/sound/11/03/03-C-3-3.mp3"
"aya","[助]","https://web.klokah.tw/ninew/sound/11/03/03-C-3-4.mp3"
"ljemukay","盪鞦韆","https://web.klokah.tw/ninew/sound/11/03/03-C-3-5.mp3"
"aya","[助]","https://web.klokah.tw/ninew/sound/11/03/03-C-3-6.mp3"
"Tjuku, uri semainu sun?","Tjuku，你要去哪裡？","https://web.klokah.tw/ninew/sound/11/03/04-B-1.mp3"
"Tjuku","（女子名）","https://web.klokah.tw/ninew/sound/11/03/04-C-1-1.mp3"
"uri","將要","https://web.klokah.tw/ninew/sound/11/03/04-C-1-2.mp3"
"semainu sun","去哪裡","https://web.klokah.tw/ninew/sound/11/03/04-C-1-3.mp3"
"uri kacuin aken ni kina a kipapucemel.","媽媽要帶我去看病。","https://web.klokah.tw/ninew/sound/11/03/04-B-2.mp3"
"uri","將要","https://web.klokah.tw/ninew/sound/11/03/04-C-2-1.mp3"
"kacuin aken","帶我","https://web.klokah.tw/ninew/sound/11/03/04-C-2-2.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/11/03/04-C-2-3.mp3"
"kina","媽媽","https://web.klokah.tw/ninew/sound/11/03/04-C-2-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/04-C-2-5.mp3"
"kipapucemel","治療","https://web.klokah.tw/ninew/sound/11/03/04-C-2-6.mp3"
"makuda sun?","你怎麼了？","https://web.klokah.tw/ninew/sound/11/03/04-B-3.mp3"
"makuda sun","你怎麼了","https://web.klokah.tw/ninew/sound/11/03/04-C-3-1.mp3"
"saqetju a ku qulu.","我頭痛。","https://web.klokah.tw/ninew/sound/11/03/04-B-4.mp3"
"saqetju","痛","https://web.klokah.tw/ninew/sound/11/03/04-C-4-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/11/03/04-C-4-2.mp3"
"ku qulu","我的頭","https://web.klokah.tw/ninew/sound/11/03/04-C-4-3.mp3"
"anema su kinatjenglayan tua undu?","你喜歡什麼運動？","https://web.klokah.tw/ninew/sound/11/03/05-B-1.mp3"
"anema","什麼","https://web.klokah.tw/ninew/sound/11/03/05-C-1-1.mp3"
"su kinatjenglayan","你喜歡的","https://web.klokah.tw/ninew/sound/11/03/05-C-1-2.mp3"
"tua","[虛]","https://web.klokah.tw/ninew/sound/11/03/05-C-1-3.mp3"
"undu","運動","https://web.klokah.tw/ninew/sound/11/03/05-C-1-4.mp3"
"tjalja tjengelayan aken tua benulu.","我最喜歡打球。","https://web.klokah.tw/ninew/sound/11/03/05-B-2.mp3"
"tjalja","最","https://web.klokah.tw/ninew/sound/11/03/05-C-2-1.mp3"
